name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Rudraksha Mala 5 Mukhi 108+1 Beads Premium,RAM-RK-004,Rudraksha Collection,2009,2499,13,Complete 108+1 bead mala made from certified 5 Mukhi Nepali Rudraksha. Perfect for daily japa meditation.,Full-length Rudraksha japa mala,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,43,ACTIVE,false
Gauri Shankar Rudraksha Premium,RAM-RK-005,Rudraksha Collection,5479,6419,6,Rare naturally joined twin-bead Gauri Shankar Rudraksha symbolising Shiva-Parvati union. With authenticity certificate.,Naturally joined twin Rudraksha,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,4,ACTIVE,false
Rudraksha Tree Sapling Royal,RAM-RK-006,Rudraksha Collection,449,559,39,Live Rudraksha (Elaeocarpus) tree sapling for growing at home. Sacred plant that produces divine beads.,Live Rudraksha plant for home,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,321,ACTIVE,false
Siddha Mala (1-14 Mukhi Collection) Deluxe,RAM-RK-007,Rudraksha Collection,42909,49779,5,Extremely rare complete Siddha Mala containing one bead of each mukhi from 1 to 14. Ultimate spiritual collection.,Complete 1 to 14 Mukhi set,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,41,ACTIVE,false
Rudraksha Kantha Mala Classic,RAM-RK-008,Rudraksha Collection,2929,3309,33,Traditional multi-strand Rudraksha kantha mala worn close to the throat for constant spiritual protection.,Multi-strand Rudraksha neck piece,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,39,ACTIVE,false
Nepal vs Indonesian Rudraksha Set Artisan,RAM-RK-009,Rudraksha Collection,539,689,50,Educational comparison set of Nepali (large) and Indonesian (small) Rudraksha beads with info card.,Comparison Rudraksha bead pair,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,17,ACTIVE,false
Rudraksha Rakhi Heritage,RAM-RK-010,Rudraksha Collection,469,549,157,Handmade Rakhi featuring genuine Rudraksha bead with golden thread and decorative stones. Spiritual protection for brother.,Sacred Rudraksha Raksha Bandhan thread,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,14,ACTIVE,false
14 Mukhi Rudraksha Bead Deluxe,RAM-RK-011,Rudraksha Collection,6789,8219,48,Lab-certified genuine 1 Mukhi Nepali Rudraksha bead with natural facets. Comes with certificate of authenticity.,Certified Nepali Rudraksha bead,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,3,ACTIVE,false
Rudraksha Combination Bracelet Temple Grade,RAM-RK-012,Rudraksha Collection,2499,3199,27,Handcrafted bracelet combining multiple mukhi Rudraksha beads for balanced planetary benefits and spiritual protection.,Multi-mukhi Rudraksha wristband,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,27,ACTIVE,false
Rudraksha Pendant Sacred in Silver,RAM-RK-013,Rudraksha Collection,5659,6909,23,Genuine Rudraksha bead set in sterling silver cap with Om engraving. Ready to wear on chain or thread.,Silver-capped Rudraksha pendant,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,20,ACTIVE,false
Rudraksha Mala 5 Mukhi 108+1 Beads Handcrafted,RAM-RK-014,Rudraksha Collection,1799,2329,45,Complete 108+1 bead mala made from certified 5 Mukhi Nepali Rudraksha. Perfect for daily japa meditation.,Full-length Rudraksha japa mala,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,69,ACTIVE,false
Gauri Shankar Rudraksha Sacred,RAM-RK-015,Rudraksha Collection,4949,6089,6,Rare naturally joined twin-bead Gauri Shankar Rudraksha symbolising Shiva-Parvati union. With authenticity certificate.,Naturally joined twin Rudraksha,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,6,ACTIVE,false
Rudraksha Tree Sapling Artisan,RAM-RK-016,Rudraksha Collection,309,409,25,Live Rudraksha (Elaeocarpus) tree sapling for growing at home. Sacred plant that produces divine beads.,Live Rudraksha plant for home,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,267,ACTIVE,false
Siddha Mala (1-14 Mukhi Collection) Sacred,RAM-RK-017,Rudraksha Collection,18009,22879,2,Extremely rare complete Siddha Mala containing one bead of each mukhi from 1 to 14. Ultimate spiritual collection.,Complete 1 to 14 Mukhi set,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,70,ACTIVE,false
Rudraksha Kantha Mala Handcrafted,RAM-RK-018,Rudraksha Collection,2619,3199,23,Traditional multi-strand Rudraksha kantha mala worn close to the throat for constant spiritual protection.,Multi-strand Rudraksha neck piece,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,52,ACTIVE,false
Nepal vs Indonesian Rudraksha Set Sacred,RAM-RK-019,Rudraksha Collection,889,1149,48,Educational comparison set of Nepali (large) and Indonesian (small) Rudraksha beads with info card.,Comparison Rudraksha bead pair,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,16,ACTIVE,false
Rudraksha Rakhi Premium,RAM-RK-020,Rudraksha Collection,459,569,133,Handmade Rakhi featuring genuine Rudraksha bead with golden thread and decorative stones. Spiritual protection for brother.,Sacred Rudraksha Raksha Bandhan thread,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,5,ACTIVE,false
3 Mukhi Rudraksha Bead Royal,RAM-RK-021,Rudraksha Collection,1059,1419,22,Lab-certified genuine 10 Mukhi Nepali Rudraksha bead with natural facets. Comes with certificate of authenticity.,Certified Nepali Rudraksha bead,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,13,ACTIVE,false
Rudraksha Combination Bracelet Royal,RAM-RK-022,Rudraksha Collection,2959,3639,16,Handcrafted bracelet combining multiple mukhi Rudraksha beads for balanced planetary benefits and spiritual protection.,Multi-mukhi Rudraksha wristband,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,22,ACTIVE,false
Rudraksha Pendant Classic in Silver,RAM-RK-023,Rudraksha Collection,4159,5289,24,Genuine Rudraksha bead set in sterling silver cap with Om engraving. Ready to wear on chain or thread.,Silver-capped Rudraksha pendant,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,13,ACTIVE,false
Rudraksha Mala 5 Mukhi 108+1 Beads Temple Grade,RAM-RK-024,Rudraksha Collection,3409,3889,22,Complete 108+1 bead mala made from certified 5 Mukhi Nepali Rudraksha. Perfect for daily japa meditation.,Full-length Rudraksha japa mala,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,34,ACTIVE,false
Gauri Shankar Rudraksha Handcrafted,RAM-RK-025,Rudraksha Collection,3319,4289,14,Rare naturally joined twin-bead Gauri Shankar Rudraksha symbolising Shiva-Parvati union. With authenticity certificate.,Naturally joined twin Rudraksha,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,9,ACTIVE,false
Rudraksha Tree Sapling Classic,RAM-RK-026,Rudraksha Collection,539,659,24,Live Rudraksha (Elaeocarpus) tree sapling for growing at home. Sacred plant that produces divine beads.,Live Rudraksha plant for home,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,345,ACTIVE,false
Siddha Mala (1-14 Mukhi Collection) Handcrafted,RAM-RK-027,Rudraksha Collection,20419,25119,5,Extremely rare complete Siddha Mala containing one bead of each mukhi from 1 to 14. Ultimate spiritual collection.,Complete 1 to 14 Mukhi set,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,57,ACTIVE,false
Rudraksha Kantha Mala Temple Grade,RAM-RK-028,Rudraksha Collection,1019,1189,35,Traditional multi-strand Rudraksha kantha mala worn close to the throat for constant spiritual protection.,Multi-strand Rudraksha neck piece,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,59,ACTIVE,false
Nepal vs Indonesian Rudraksha Set Premium,RAM-RK-029,Rudraksha Collection,669,739,46,Educational comparison set of Nepali (large) and Indonesian (small) Rudraksha beads with info card.,Comparison Rudraksha bead pair,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,17,ACTIVE,false
Rudraksha Rakhi Handcrafted,RAM-RK-030,Rudraksha Collection,249,319,150,Handmade Rakhi featuring genuine Rudraksha bead with golden thread and decorative stones. Spiritual protection for brother.,Sacred Rudraksha Raksha Bandhan thread,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,12,ACTIVE,false
4 Mukhi Rudraksha Bead Classic,RAM-RK-031,Rudraksha Collection,14359,16659,31,Lab-certified genuine 1 Mukhi Nepali Rudraksha bead with natural facets. Comes with certificate of authenticity.,Certified Nepali Rudraksha bead,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,4,ACTIVE,false
Rudraksha Combination Bracelet Sacred,RAM-RK-032,Rudraksha Collection,1889,2349,18,Handcrafted bracelet combining multiple mukhi Rudraksha beads for balanced planetary benefits and spiritual protection.,Multi-mukhi Rudraksha wristband,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,23,ACTIVE,false
Rudraksha Pendant Handcrafted in Silver,RAM-RK-033,Rudraksha Collection,8519,9799,13,Genuine Rudraksha bead set in sterling silver cap with Om engraving. Ready to wear on chain or thread.,Silver-capped Rudraksha pendant,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,9,ACTIVE,false
Rudraksha Mala 5 Mukhi 108+1 Beads Classic,RAM-RK-034,Rudraksha Collection,1279,1459,28,Complete 108+1 bead mala made from certified 5 Mukhi Nepali Rudraksha. Perfect for daily japa meditation.,Full-length Rudraksha japa mala,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,50,ACTIVE,false
Gauri Shankar Rudraksha Royal,RAM-RK-035,Rudraksha Collection,12619,14519,5,Rare naturally joined twin-bead Gauri Shankar Rudraksha symbolising Shiva-Parvati union. With authenticity certificate.,Naturally joined twin Rudraksha,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,8,ACTIVE,false
Rudraksha Tree Sapling Handcrafted,RAM-RK-036,Rudraksha Collection,589,729,32,Live Rudraksha (Elaeocarpus) tree sapling for growing at home. Sacred plant that produces divine beads.,Live Rudraksha plant for home,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,479,ACTIVE,false
Siddha Mala (1-14 Mukhi Collection) Traditional,RAM-RK-037,Rudraksha Collection,13549,15449,1,Extremely rare complete Siddha Mala containing one bead of each mukhi from 1 to 14. Ultimate spiritual collection.,Complete 1 to 14 Mukhi set,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,48,ACTIVE,false
Rudraksha Kantha Mala Deluxe,RAM-RK-038,Rudraksha Collection,1039,1259,21,Traditional multi-strand Rudraksha kantha mala worn close to the throat for constant spiritual protection.,Multi-strand Rudraksha neck piece,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,54,ACTIVE,false
Nepal vs Indonesian Rudraksha Set Traditional,RAM-RK-039,Rudraksha Collection,819,1059,34,Educational comparison set of Nepali (large) and Indonesian (small) Rudraksha beads with info card.,Comparison Rudraksha bead pair,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,18,ACTIVE,false
Rudraksha Rakhi Royal,RAM-RK-040,Rudraksha Collection,339,429,189,Handmade Rakhi featuring genuine Rudraksha bead with golden thread and decorative stones. Spiritual protection for brother.,Sacred Rudraksha Raksha Bandhan thread,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,13,ACTIVE,false
8 Mukhi Rudraksha Bead Deluxe,RAM-RK-041,Rudraksha Collection,18809,22199,24,Lab-certified genuine 9 Mukhi Nepali Rudraksha bead with natural facets. Comes with certificate of authenticity.,Certified Nepali Rudraksha bead,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,9,ACTIVE,false
Rudraksha Combination Bracelet Heritage,RAM-RK-042,Rudraksha Collection,1809,2269,36,Handcrafted bracelet combining multiple mukhi Rudraksha beads for balanced planetary benefits and spiritual protection.,Multi-mukhi Rudraksha wristband,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,22,ACTIVE,false
Rudraksha Pendant Heritage in Silver,RAM-RK-043,Rudraksha Collection,4999,5549,45,Genuine Rudraksha bead set in sterling silver cap with Om engraving. Ready to wear on chain or thread.,Silver-capped Rudraksha pendant,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,15,ACTIVE,false
Rudraksha Mala 5 Mukhi 108+1 Beads Artisan,RAM-RK-044,Rudraksha Collection,929,1119,45,Complete 108+1 bead mala made from certified 5 Mukhi Nepali Rudraksha. Perfect for daily japa meditation.,Full-length Rudraksha japa mala,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,62,ACTIVE,false
Gauri Shankar Rudraksha Classic,RAM-RK-045,Rudraksha Collection,14989,19189,6,Rare naturally joined twin-bead Gauri Shankar Rudraksha symbolising Shiva-Parvati union. With authenticity certificate.,Naturally joined twin Rudraksha,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,7,ACTIVE,false
Rudraksha Tree Sapling Deluxe,RAM-RK-046,Rudraksha Collection,599,739,22,Live Rudraksha (Elaeocarpus) tree sapling for growing at home. Sacred plant that produces divine beads.,Live Rudraksha plant for home,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,428,ACTIVE,false
Siddha Mala (1-14 Mukhi Collection) Classic,RAM-RK-047,Rudraksha Collection,30229,33559,5,Extremely rare complete Siddha Mala containing one bead of each mukhi from 1 to 14. Ultimate spiritual collection.,Complete 1 to 14 Mukhi set,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,37,ACTIVE,false
Rudraksha Kantha Mala Sacred,RAM-RK-048,Rudraksha Collection,2119,2569,49,Traditional multi-strand Rudraksha kantha mala worn close to the throat for constant spiritual protection.,Multi-strand Rudraksha neck piece,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,35,ACTIVE,false
Nepal vs Indonesian Rudraksha Set Deluxe,RAM-RK-049,Rudraksha Collection,719,859,36,Educational comparison set of Nepali (large) and Indonesian (small) Rudraksha beads with info card.,Comparison Rudraksha bead pair,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,18,ACTIVE,false
Rudraksha Rakhi Temple Grade,RAM-RK-050,Rudraksha Collection,209,279,144,Handmade Rakhi featuring genuine Rudraksha bead with golden thread and decorative stones. Spiritual protection for brother.,Sacred Rudraksha Raksha Bandhan thread,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,15,ACTIVE,false
Shree Yantra Copper Plate Extra Large Inch,RAM-YN-001,Yantra,2339,2689,59,"Consecrated pure copper Shree Yantra plate with gold plating for wealth, prosperity, and positive cosmic energy.",Energised Sri Yantra for prosperity,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,389,ACTIVE,true
Kuber Yantra Brass Small Inch,RAM-YN-002,Yantra,1169,1469,73,Energised brass Kuber Yantra for attracting financial abundance. Place in cash box or north-facing wall.,Wealth-attracting Kuber Yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,299,ACTIVE,true
Maha Lakshmi Yantra Premium,RAM-YN-003,Yantra,2239,2959,21,Siddh Maha Lakshmi Yantra for removing financial obstacles and attracting abundance and prosperity.,Goddess Lakshmi prosperity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,232,ACTIVE,true
Navgraha Yantra Copper Premium Inch,RAM-YN-004,Yantra,2649,2999,11,Comprehensive Navgraha Yantra containing symbols of all 9 planets for astrological balance and protection.,Nine-planet harmonising yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,172,ACTIVE,false
Vastu Dosh Nivaran Yantra Temple Grade,RAM-YN-005,Yantra,1159,1509,56,Powerful Vastu Dosh Nivaran Yantra for correcting directional energy imbalances in home and office.,Vastu correction sacred plate,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,41,ACTIVE,false
Mahamrityunjaya Yantra Handcrafted,RAM-YN-006,Yantra,1129,1369,29,"Sacred Mahamrityunjaya Yantra associated with Lord Shiva for health, longevity, and protection from illness.",Health and longevity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,246,ACTIVE,false
Baglamukhi Yantra Gold Plated Royal,RAM-YN-007,Yantra,529,649,35,"Gold-plated Baglamukhi Yantra for protection from enemies, court cases, and negative influences.",Enemy-protection sacred yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,131,ACTIVE,false
Vyapar Vridhi Yantra Handcrafted,RAM-YN-008,Yantra,1819,2169,16,"Siddh Vyapar Vridhi Yantra for business growth, commercial success, and overcoming professional obstacles.",Business growth yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,200,ACTIVE,false
Saraswati Yantra for Students Temple Grade,RAM-YN-009,Yantra,1209,1469,93,"Saraswati Yantra for enhanced learning, memory, wisdom and academic success. Ideal for students and scholars.",Knowledge and education yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,54,ACTIVE,false
Shree Yantra Copper Plate Medium Inch,RAM-YN-010,Yantra,2889,3359,54,"Consecrated pure copper Shree Yantra plate with gold plating for wealth, prosperity, and positive cosmic energy.",Energised Sri Yantra for prosperity,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,378,ACTIVE,false
Kuber Yantra Brass Premium Inch,RAM-YN-011,Yantra,2139,2439,16,Energised brass Kuber Yantra for attracting financial abundance. Place in cash box or north-facing wall.,Wealth-attracting Kuber Yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,223,ACTIVE,false
Maha Lakshmi Yantra Classic,RAM-YN-012,Yantra,1269,1399,55,Siddh Maha Lakshmi Yantra for removing financial obstacles and attracting abundance and prosperity.,Goddess Lakshmi prosperity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,148,ACTIVE,false
Navgraha Yantra Copper Jumbo Inch,RAM-YN-013,Yantra,839,1009,39,Comprehensive Navgraha Yantra containing symbols of all 9 planets for astrological balance and protection.,Nine-planet harmonising yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,78,ACTIVE,false
Vastu Dosh Nivaran Yantra Handcrafted,RAM-YN-014,Yantra,209,269,62,Powerful Vastu Dosh Nivaran Yantra for correcting directional energy imbalances in home and office.,Vastu correction sacred plate,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,213,ACTIVE,false
Mahamrityunjaya Yantra Traditional,RAM-YN-015,Yantra,389,449,15,"Sacred Mahamrityunjaya Yantra associated with Lord Shiva for health, longevity, and protection from illness.",Health and longevity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,240,ACTIVE,false
Baglamukhi Yantra Gold Plated Handcrafted,RAM-YN-016,Yantra,2719,3679,30,"Gold-plated Baglamukhi Yantra for protection from enemies, court cases, and negative influences.",Enemy-protection sacred yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,152,ACTIVE,false
Vyapar Vridhi Yantra Traditional,RAM-YN-017,Yantra,1029,1309,80,"Siddh Vyapar Vridhi Yantra for business growth, commercial success, and overcoming professional obstacles.",Business growth yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,155,ACTIVE,false
Saraswati Yantra for Students Royal,RAM-YN-018,Yantra,829,1109,98,"Saraswati Yantra for enhanced learning, memory, wisdom and academic success. Ideal for students and scholars.",Knowledge and education yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,157,ACTIVE,false
Shree Yantra Copper Plate Premium Inch,RAM-YN-019,Yantra,409,529,46,"Consecrated pure copper Shree Yantra plate with gold plating for wealth, prosperity, and positive cosmic energy.",Energised Sri Yantra for prosperity,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,328,ACTIVE,false
Kuber Yantra Brass Large Inch,RAM-YN-020,Yantra,2619,2959,72,Energised brass Kuber Yantra for attracting financial abundance. Place in cash box or north-facing wall.,Wealth-attracting Kuber Yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,192,ACTIVE,false
Maha Lakshmi Yantra Traditional,RAM-YN-021,Yantra,1449,1609,44,Siddh Maha Lakshmi Yantra for removing financial obstacles and attracting abundance and prosperity.,Goddess Lakshmi prosperity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,141,ACTIVE,false
Navgraha Yantra Copper Large Inch,RAM-YN-022,Yantra,1639,2149,60,Comprehensive Navgraha Yantra containing symbols of all 9 planets for astrological balance and protection.,Nine-planet harmonising yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,305,ACTIVE,false
Vastu Dosh Nivaran Yantra Deluxe,RAM-YN-023,Yantra,719,879,17,Powerful Vastu Dosh Nivaran Yantra for correcting directional energy imbalances in home and office.,Vastu correction sacred plate,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,137,ACTIVE,false
Mahamrityunjaya Yantra Deluxe,RAM-YN-024,Yantra,1759,2379,33,"Sacred Mahamrityunjaya Yantra associated with Lord Shiva for health, longevity, and protection from illness.",Health and longevity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,286,ACTIVE,false
Baglamukhi Yantra Gold Plated Premium,RAM-YN-025,Yantra,1349,1529,39,"Gold-plated Baglamukhi Yantra for protection from enemies, court cases, and negative influences.",Enemy-protection sacred yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,174,ACTIVE,false
Vyapar Vridhi Yantra Premium,RAM-YN-026,Yantra,1599,1909,21,"Siddh Vyapar Vridhi Yantra for business growth, commercial success, and overcoming professional obstacles.",Business growth yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,64,ACTIVE,false
Saraswati Yantra for Students Heritage,RAM-YN-027,Yantra,1139,1529,95,"Saraswati Yantra for enhanced learning, memory, wisdom and academic success. Ideal for students and scholars.",Knowledge and education yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,25,ACTIVE,false
Shree Yantra Copper Plate Standard Inch,RAM-YN-028,Yantra,2159,2899,16,"Consecrated pure copper Shree Yantra plate with gold plating for wealth, prosperity, and positive cosmic energy.",Energised Sri Yantra for prosperity,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,228,ACTIVE,false
Kuber Yantra Brass Jumbo Inch,RAM-YN-029,Yantra,2319,2699,22,Energised brass Kuber Yantra for attracting financial abundance. Place in cash box or north-facing wall.,Wealth-attracting Kuber Yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,263,ACTIVE,false
Maha Lakshmi Yantra Deluxe,RAM-YN-030,Yantra,2929,3459,59,Siddh Maha Lakshmi Yantra for removing financial obstacles and attracting abundance and prosperity.,Goddess Lakshmi prosperity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,34,ACTIVE,false
Navgraha Yantra Copper Compact Inch,RAM-YN-031,Yantra,2869,3249,60,Comprehensive Navgraha Yantra containing symbols of all 9 planets for astrological balance and protection.,Nine-planet harmonising yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,117,ACTIVE,false
Vastu Dosh Nivaran Yantra Classic,RAM-YN-032,Yantra,2359,2789,56,Powerful Vastu Dosh Nivaran Yantra for correcting directional energy imbalances in home and office.,Vastu correction sacred plate,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,145,ACTIVE,false
Mahamrityunjaya Yantra Royal,RAM-YN-033,Yantra,709,909,74,"Sacred Mahamrityunjaya Yantra associated with Lord Shiva for health, longevity, and protection from illness.",Health and longevity yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,35,ACTIVE,false
Baglamukhi Yantra Gold Plated Classic,RAM-YN-034,Yantra,3079,3519,11,"Gold-plated Baglamukhi Yantra for protection from enemies, court cases, and negative influences.",Enemy-protection sacred yantra,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,97,ACTIVE,false
Vyapar Vridhi Yantra Sacred,RAM-YN-035,Yantra,2119,2359,16,"Siddh Vyapar Vridhi Yantra for business growth, commercial success, and overcoming professional obstacles.",Business growth yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,90,ACTIVE,false
Saraswati Yantra for Students Deluxe,RAM-YN-036,Yantra,1279,1489,55,"Saraswati Yantra for enhanced learning, memory, wisdom and academic success. Ideal for students and scholars.",Knowledge and education yantra,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,106,ACTIVE,false
Shree Yantra Copper Plate Small Inch,RAM-YN-037,Yantra,1409,1889,20,"Consecrated pure copper Shree Yantra plate with gold plating for wealth, prosperity, and positive cosmic energy.",Energised Sri Yantra for prosperity,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800&auto=format&fit=crop&q=80,301,ACTIVE,false
Kuber Yantra Brass Compact Inch,RAM-YN-038,Yantra,569,729,32,Energised brass Kuber Yantra for attracting financial abundance. Place in cash box or north-facing wall.,Wealth-attracting Kuber Yantra,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,279,ACTIVE,false
